Student_ID,Full_Name,Gender,DOB,Phone,Program,Level,Intake_Year,Email,Campus_ID,Campus_Name,Source_Campus_File,Upload_Date
RPM20221185,Jean Nshimiyimana,Female,1998-11-21,789008711.0,Computer Science,Level 5,2022,jean.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231184,Kevine Mugisha,Unknown,2002-02-07,726002999.0,Electronics,Level 6,2023,kevine.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221183,Jean Kamanzi,Unknown,2001-04-14,727472912.0,Software Engineering,Level 4,2022,jean.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221171,Francine Mukamana,Female,2002-08-03,725160717.0,Software Engineering,Level 5,2022,francine.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221162,David Habimana,Female,2003-01-19,724827855.0,Electronics,Level 6,2022,david.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241163,Jean Nshimiyimana,Male,2003-01-27,736074351.0,Electronics,Level 4,2024,jean.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251164,Samuel Iradukunda,Unknown,2004-05-11,737119036.0,Mechanical Engineering,Level 6,2025,samuel.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231165,Kevine Niyonzima,Unknown,1999-11-04,788684836.0,Civil Engineering,Level 4,2023,kevine.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231166,Patrick Iradukunda,Male,2005-12-21,739921452.0,Electronics,Level 6,2023,patrick.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241167,Alice Mutabazi,Male,2006-05-06,721303617.0,Mechanical Engineering,Level 5,2024,alice.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231168,Aline Niyonzima,Male,2004-01-01,733789572.0,Computer Science,Level 5,2023,aline.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251169,Patrick Nshimiyimana,Male,1998-07-27,795450398.0,Information Technology,Level 4,2025,patrick.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241170,Francine Kamanzi,Unknown,2005-02-04,786624013.0,Electronics,Level 4,2024,francine.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231172,Benjamin Iradukunda,Unknown,2001-11-27,737886728.0,Information Technology,Level 5,2023,benjamin.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251182,Grace Uwase,Unknown,2005-09-21,738969922.0,Electronics,Level 5,2025,grace.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251173,Emmanuel Mutabazi,Unknown,2004-11-22,721918827.0,Software Engineering,Level 6,2025,emmanuel.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221174,Diane Uwase,Female,2000-01-01,791172494.0,Electronics,Level 4,2022,diane.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221175,Kevine Nshimiyimana,Female,2002-02-12,738171963.0,Electronics,Level 5,2022,kevine.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241176,Emmanuel Mukamana,Male,1999-07-11,,Civil Engineering,Level 4,2024,emmanuel.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241177,Benjamin Kamanzi,Female,2006-09-19,798262843.0,Software Engineering,Level 4,2024,benjamin.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221178,Claude Niyonzima,Female,2004-09-08,792051601.0,Civil Engineering,Level 4,2022,claude.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221179,Benjamin Niyibizi,Male,2001-07-13,795410037.0,Software Engineering,Level 6,2022,benjamin.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241180,Benjamin Niyonzima,Unknown,2004-09-07,781778608.0,Computer Science,Level 5,2024,benjamin.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221181,Samuel Mugisha,Female,2003-05-20,734728790.0,Civil Engineering,Level 5,2022,samuel.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221207,Joseph Gasana,Unknown,2000-01-01,738669793.0,Software Engineering,Level 4,2022,joseph.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241208,Benjamin Niyonzima,Female,2005-01-22,781314866.0,Civil Engineering,Level 4,2024,benjamin.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251209,Benjamin Mutabazi,Female,2005-01-16,725907239.0,Civil Engineering,Level 6,2025,benjamin.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251244,Alice Mugisha,Female,2004-02-10,737269293.0,Civil Engineering,Level 4,2025,alice.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251235,Alice Tuyisenge,Unknown,2005-03-28,797627904.0,Mechanical Engineering,Level 4,2025,alice.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221236,Jean Uwamahoro,Unknown,2003-04-25,792699087.0,Electronics,Level 4,2022,jean.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241237,Eric Kamanzi,Male,2004-02-28,791486455.0,Mechanical Engineering,Level 6,2024,eric.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221238,Claude Niyonzima,Unknown,2002-09-05,784028882.0,Civil Engineering,Level 4,2022,claude.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251239,Aline Mutabazi,Female,1998-12-02,782922425.0,Software Engineering,Level 4,2025,aline.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241240,Sarah Ntawukuriryayo,Unknown,2003-05-11,793015744.0,Electronics,Level 4,2024,sarah.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221241,Kevine Kamanzi,Female,2001-08-10,798400935.0,Information Technology,Level 5,2022,kevine.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241242,Joseph Iradukunda,Unknown,2001-03-14,732828242.0,Mechanical Engineering,Level 5,2024,joseph.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251243,Francine Ntawukuriryayo,Unknown,2004-09-18,728864884.0,Mechanical Engineering,Level 5,2025,francine.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221245,David Niyibizi,Male,2000-01-01,785622336.0,Information Technology,Level 6,2022,david.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221233,Sarah Ntawukuriryayo,Unknown,2006-12-10,799102870.0,Software Engineering,Level 4,2022,sarah.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221246,David Tuyisenge,Male,1999-06-12,729984249.0,Civil Engineering,Level 5,2022,..david.tuyisenge..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221247,Alice Tuyisenge,Female,1998-01-01,734208774.0,Computer Science,Level 6,2022,alice.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221248,Aline Niyonzima,Unknown,2000-01-03,785293899.0,Civil Engineering,Level 5,2022,aline.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241249,Patrick Mugisha,Female,2005-01-04,722089472.0,Information Technology,Level 5,2024,patrick.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251250,Beatrice Niyibizi,Female,2000-11-05,736900478.0,Mechanical Engineering,Level 5,2025,..beatrice.niyibizi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241251,David Nshimiyimana,Male,2003-01-09,784327489.0,Information Technology,Level 5,2024,david.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241252,Beatrice Habimana,Female,2005-03-19,732393939.0,Information Technology,Level 6,2024,beatrice.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231253,Claude Iradukunda,Female,2004-01-26,783653570.0,Mechanical Engineering,Level 5,2023,claude.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251254,Grace Habimana,Unknown,2004-05-27,735411643.0,Electronics,Level 5,2025,grace.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221234,Beatrice Mutabazi,Male,1998-06-17,728067716.0,Electronics,Level 5,2022,beatrice.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241232,Patrick Iradukunda,Female,2000-01-01,795620380.0,Mechanical Engineering,Level 5,2024,patrick.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221210,David Nshimiyimana,Unknown,2005-02-11,793693937.0,Electronics,Level 4,2022,david.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241220,Kevine Mukamana,Female,2006-07-18,798216042.0,Information Technology,Level 6,2024,kevine.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231211,Beatrice Nshimiyimana,Male,2005-12-14,792957033.0,Electronics,Level 4,2023,beatrice.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221212,Grace Niyibizi,Female,1998-11-20,792893648.0,Information Technology,Level 6,2022,..grace.niyibizi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241213,Jean Iradukunda,Female,2006-05-14,782541329.0,Civil Engineering,Level 5,2024,jean.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221214,Alice Uwase,Female,2003-08-10,781092227.0,Computer Science,Level 4,2022,alice.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231215,Marie Ntawukuriryayo,Female,1999-09-09,,Software Engineering,Level 6,2023,marie.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251216,Patrick Mukamana,Female,2006-01-08,795135689.0,Civil Engineering,Level 4,2025,patrick.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221217,Eric Mugisha,Male,2003-08-12,739093235.0,Software Engineering,Level 6,2022,eric.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251218,Sarah Nshimiyimana,Female,2004-07-18,782196658.0,Software Engineering,Level 5,2025,sarah.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251219,Aline Mugisha,Female,2001-12-15,739044127.0,Software Engineering,Level 5,2025,aline.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231221,Aline Uwamahoro,Male,1999-01-21,733108703.0,Information Technology,Level 6,2023,aline.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221231,Samuel Uwamahoro,Male,2001-02-01,729840510.0,Information Technology,Level 6,2022,samuel.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231222,Marie Mugisha,Male,2006-03-22,727988311.0,Software Engineering,Level 5,2023,..marie.mugisha..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231223,Samuel Iradukunda,Female,1998-06-15,,Information Technology,Level 5,2023,samuel.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221224,Samuel Ntawukuriryayo,Female,2001-06-04,792302209.0,Mechanical Engineering,Level 5,2022,samuel.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221225,Aline Ntawukuriryayo,Female,2005-11-10,729097876.0,Information Technology,Level 4,2022,aline.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221226,Eric Iradukunda,Male,2005-10-06,731033612.0,Software Engineering,Level 5,2022,eric.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231227,David Niyibizi,Female,1998-07-09,721298681.0,Information Technology,Level 4,2023,david.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221228,Sarah Uwase,Female,1998-12-22,739421632.0,Computer Science,Level 5,2022,sarah.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231229,Kevine Ntawukuriryayo,Female,2006-06-10,789031314.0,Software Engineering,Level 4,2023,kevine.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231230,Beatrice Mukamana,Male,2004-03-19,788161324.0,Civil Engineering,Level 4,2023,beatrice.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221352,Marie Nshimiyimana,Unknown,2000-01-01,797721722.0,Computer Science,Level 6,2022,marie.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221353,Joseph Iradukunda,Unknown,2004-03-06,789409528.0,Information Technology,Level 5,2022,joseph.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251354,Claude Iradukunda,Female,2000-12-08,732472182.0,Electronics,Level 5,2025,claude.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221355,Eric Tuyisenge,Unknown,2001-11-11,729309664.0,Civil Engineering,Level 6,2022,eric.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241476,Claude Niyibizi,Female,2000-08-14,786499242.0,Software Engineering,Level 5,2024,..claude.niyibizi..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251477,Eric Niyibizi,Female,2000-03-07,738530741.0,Information Technology,Level 6,2025,eric.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231478,Samuel Niyonzima,Female,1998-10-14,796591754.0,Mechanical Engineering,Level 5,2023,samuel.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241479,Diane Uwase,Male,1998-02-06,725574834.0,Mechanical Engineering,Level 4,2024,diane.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241480,Sarah Kamanzi,Male,2003-10-26,739850566.0,Information Technology,Level 5,2024,sarah.kamanzi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251481,Marie Gasana,Female,2000-01-01,792608121.0,Civil Engineering,Level 5,2025,marie.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231482,Marie Habimana,Male,2004-11-17,,Mechanical Engineering,Level 5,2023,marie.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251483,Francine Ntawukuriryayo,Unknown,2006-07-27,,Software Engineering,Level 4,2025,francine.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221484,Beatrice Tuyisenge,Female,2006-03-03,789877342.0,Electronics,Level 5,2022,beatrice.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231485,Claude Niyibizi,Unknown,2004-04-04,792944490.0,Computer Science,Level 4,2023,claude.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251486,Patrick Uwamahoro,Female,2000-12-12,791246168.0,Civil Engineering,Level 6,2025,patrick.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231487,Claude Mugisha,Female,1998-08-14,726916923.0,Electronics,Level 6,2023,claude.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251488,Eric Niyibizi,Female,2004-06-07,798175605.0,Civil Engineering,Level 4,2025,eric.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241489,Patrick Mugisha,Male,2000-06-19,791824122.0,Computer Science,Level 6,2024,patrick.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241490,Aline Mugisha,Unknown,1999-10-08,727320856.0,Civil Engineering,Level 5,2024,aline.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231491,Benjamin Uwamahoro,Male,2001-12-25,735971228.0,Computer Science,Level 6,2023,..benjamin.uwamahoro..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221492,Patrick Uwamahoro,Female,2001-04-24,785309018.0,Mechanical Engineering,Level 4,2022,..patrick.uwamahoro..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251493,Claude Gasana,Male,2001-12-17,796127059.0,Computer Science,Level 6,2025,claude.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221494,Claude Uwamahoro,Female,2000-08-12,796241082.0,Civil Engineering,Level 6,2022,claude.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241495,Sarah Tuyisenge,Male,2001-04-25,738995726.0,Computer Science,Level 6,2024,sarah.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221496,Marie Niyonzima,Male,2000-10-17,788285435.0,Computer Science,Level 6,2022,..marie.niyonzima..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231475,Francine Gasana,Female,2005-08-26,794805255.0,Information Technology,Level 5,2023,francine.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241474,Diane Uwase,Female,2000-10-09,,Computer Science,Level 4,2024,diane.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251473,Aline Niyonzima,Male,2001-05-18,794861488.0,Civil Engineering,Level 4,2025,aline.niyonzima@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251461,Sarah Ntawukuriryayo,Female,2003-06-10,785492344.0,Mechanical Engineering,Level 6,2025,sarah.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251452,Sarah Tuyisenge,Female,2001-05-12,732021772.0,Software Engineering,Level 5,2025,sarah.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241453,Diane Uwamahoro,Male,2001-02-26,782974589.0,Computer Science,Level 5,2024,diane.uwamahoro@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251454,Claude Niyibizi,Male,2000-10-16,784219604.0,Civil Engineering,Level 4,2025,claude.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221455,Kevine Mukamana,Male,2001-12-22,728190520.0,Software Engineering,Level 4,2022,kevine.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251456,Francine Nshimiyimana,Male,2005-01-17,721196607.0,Electronics,Level 5,2025,francine.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221457,Claude Gasana,Female,1999-06-05,732413828.0,Electronics,Level 4,2022,claude.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221458,Beatrice Tuyisenge,Male,2005-06-01,731593205.0,Electronics,Level 6,2022,..beatrice.tuyisenge..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241459,Marie Mukamana,Male,2004-06-23,721728167.0,Electronics,Level 4,2024,marie.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241460,Eric Mutabazi,Male,2003-12-04,,Electronics,Level 4,2024,eric.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241462,David Uwase,Male,2001-10-18,729109710.0,Software Engineering,Level 6,2024,david.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251472,Sarah Niyibizi,Female,2004-11-04,788927114.0,Information Technology,Level 4,2025,sarah.niyibizi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241463,Eric Nshimiyimana,Male,2004-04-06,739895615.0,Software Engineering,Level 4,2024,eric.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221464,Patrick Gasana,Female,1998-04-19,783105564.0,Mechanical Engineering,Level 5,2022,patrick.gasana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231465,Francine Mutabazi,Female,2002-04-11,799333172.0,Information Technology,Level 6,2023,francine.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251466,Grace Mukamana,Female,1998-07-03,736428759.0,Civil Engineering,Level 6,2025,grace.mukamana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241467,Grace Tuyisenge,Male,2003-06-13,788709659.0,Civil Engineering,Level 6,2024,grace.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20251468,Sarah Mugisha,Unknown,1998-03-15,783959087.0,Computer Science,Level 5,2025,sarah.mugisha@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231469,Aline Nshimiyimana,Female,2005-11-14,797574527.0,Computer Science,Level 4,2023,aline.nshimiyimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221470,Francine Habimana,Female,2000-10-03,782800309.0,Software Engineering,Level 6,2022,francine.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20241471,Samuel Iradukunda,Male,2004-05-27,783548418.0,Civil Engineering,Level 5,2024,samuel.iradukunda@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221497,Francine Iradukunda,Female,2001-01-11,793599156.0,Software Engineering,Level 5,2022,..francine.iradukunda..@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231498,Patrick Mutabazi,Female,2005-09-21,,Information Technology,Level 5,2023,patrick.mutabazi@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231499,Claude Tuyisenge,Male,2004-02-08,,Computer Science,Level 5,2023,claude.tuyisenge@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20231083,Joseph Uwase,Male,2004-04-09,734312971.0,Civil Engineering,Level 5,2023,joseph.uwase@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221361,David Ntawukuriryayo,Female,1998-07-28,739399382.0,Software Engineering,Level 4,2022,david.ntawukuriryayo@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
RPM20221119,Sarah Habimana,Female,2006-08-05,738974963.0,Electronics,Level 5,2022,sarah.habimana@rp.ac.rw,RPM,Rwanda Polytechnic Musanze,musanze/students.csv,2026-02-12 17:11:59
